Page_Visits,Time_Spent,Demo_Requested,Trial_Signups,Emails_Clicked,Webinar_Attendance,Feature_Usage,Support_Interactions,Industry_Score,Company_Size,Revenue_Potential,Account_Creation_Days,Bounce_Rate,Device_Type,Referrals,Login_Frequency,Days_Active,Onboarding_Completion,Guided_Tour_Completion,Integration_Attempts,Content_Engagement,Customizations_Made
44,165,1,1,10,1,18,0,1.413835542163402,80,868801.0958178203,117,65.45661912235981,1,9,26,5,0,1,1,3,7
44,20,0,1,7,1,14,10,1.3032043317233588,353,661901.5764719286,85,95.40939149023006,1,8,4,17,1,1,4,9,1
5,112,0,0,2,0,2,1,6.434289495173307,396,434048.86847818067,139,77.5160928528937,2,8,6,26,0,0,3,18,1
39,231,0,0,4,0,12,9,1.9718298196806627,290,819427.8536703651,39,80.36351471536935,1,9,30,4,1,0,0,12,2
4,174,1,0,2,1,6,1,0.976100381089916,455,905582.1375731322,105,53.16007490178934,2,3,9,23,1,0,5,17,6
6,38,1,0,9,0,4,3,1.6684857820557764,331,119759.96643219722,68,18.678080716237066,2,0,21,13,0,0,3,14,8
45,255,1,1,2,0,13,1,9.23731395876776,159,531932.9775527915,25,42.55633657183516,2,1,12,16,0,1,1,3,7
32,251,0,0,2,1,4,6,8.214712527761908,477,284511.95974244416,158,54.94895735118204,2,7,29,16,1,1,2,8,8
30,273,0,1,6,1,14,8,3.540645623550941,128,47061.1978769474,173,67.84192517137123,1,9,26,2,0,1,1,3,5
47,145,1,1,6,1,16,6,6.5582076732739285,190,668546.6951139853,123,60.77091118319272,1,7,30,18,0,1,2,15,0
35,278,1,1,6,1,4,5,5.372756736680381,397,862770.7774592256,121,39.397782891724354,1,1,8,1,1,1,1,20,3
40,100,1,0,9,1,1,9,6.771242634825639,31,162902.65447739404,61,26.531310699584143,1,3,24,18,0,1,0,14,5
16,231,1,1,7,0,13,0,6.826711524627593,386,812413.6576239004,100,16.82308432036831,1,0,4,26,1,1,0,1,5
13,43,1,0,4,1,4,10,6.287340150599929,359,853395.7335369417,51,69.38453862722663,2,6,27,30,1,0,5,13,7
50,33,1,0,4,1,20,9,2.661013685373086,15,914340.4426664835,98,64.5398674312485,1,3,26,8,0,0,3,2,0
42,249,0,1,3,1,18,8,0.3900642076281813,313,265285.08908605244,137,68.73724657578066,2,10,25,11,1,0,1,3,10
30,240,1,1,6,0,6,4,4.555667819901088,75,903953.0651898893,2,37.252745280279484,2,7,25,24,0,0,1,0,1
19,189,0,1,9,1,3,10,8.909738846907038,34,320662.7547364322,5,26.240782257074503,2,8,5,24,1,0,3,8,1
17,276,0,0,3,1,13,4,5.694972585185759,359,552338.0134555028,180,75.97213286809253,1,8,6,15,0,0,4,16,5
19,240,1,1,1,1,16,5,8.323910417019079,196,50507.47083228213,86,77.36473950553341,2,2,5,16,0,1,5,13,10
28,243,1,0,3,0,5,8,9.916243429612281,331,43881.08836874361,133,45.56163739668406,2,4,19,17,1,0,1,16,6
26,270,0,1,7,1,4,7,1.6361620413827627,29,720373.2127322028,68,61.190408476732415,1,5,27,17,0,1,5,0,1
37,69,1,1,8,1,8,7,6.917776391419823,194,444479.97797779104,9,37.35196642317412,2,5,8,12,0,0,1,9,4
26,181,1,0,2,1,19,7,6.742935737000247,16,256292.37536921757,93,70.19472001198068,2,9,9,10,0,1,1,15,5
23,7,0,0,6,0,14,0,9.799554473582784,423,190413.4960249102,150,83.57215966478712,2,7,15,20,1,1,4,18,3
9,146,0,0,8,1,7,0,9.856007339528004,77,669953.490859218,155,68.82332773356494,1,5,4,6,1,0,0,2,0
12,162,0,0,10,1,14,7,6.866786117241295,293,401.54402533987275,138,51.25826268471365,2,5,25,8,0,0,5,11,2
1,150,1,0,3,1,6,4,2.4361479198219427,81,805891.1691968542,125,45.86579594923703,2,3,9,13,0,0,3,2,9
1,297,0,0,9,0,12,8,7.9855583813059905,405,79249.60612992881,61,64.23196509757443,1,6,7,2,1,0,5,14,8
47,157,1,1,2,1,16,1,1.070291342110381,428,191489.61490811943,51,67.98108916013302,1,7,8,29,1,0,4,16,5
34,197,0,1,4,1,17,8,7.806993041716287,124,386236.3952990896,10,55.8729443524539,2,2,15,19,1,1,2,17,1
32,77,0,0,0,1,13,7,9.101961241446965,19,484858.7397161036,134,62.4942275107395,1,6,19,22,0,0,2,6,8
48,144,0,1,2,0,14,8,3.8283339476843525,455,354995.1158139418,62,9.658868249453223,1,2,15,10,1,1,4,18,3
25,191,1,0,7,0,7,3,6.306352949830805,102,320712.16498429386,113,95.17655161423268,1,7,5,4,0,1,4,6,10
40,297,1,1,10,1,14,0,4.301427320968263,392,963916.0120731884,133,79.0773063732034,1,0,19,12,1,1,0,4,7
45,65,0,1,7,0,15,0,4.3776505498812845,77,641579.6812433943,122,37.39278697067838,1,0,7,18,0,0,5,7,9
1,202,0,0,3,0,12,4,3.1037088910812005,229,23432.955367388207,123,56.281261095363,1,5,6,7,1,0,5,20,6
16,299,0,0,1,0,17,1,7.621296204503246,450,430175.9084443132,63,4.732453013642135,1,9,27,20,0,0,2,15,10
39,15,1,0,7,1,9,7,9.361765641665052,297,875008.6997439702,111,4.122781399906039,2,8,19,24,1,0,3,15,2
5,66,0,1,7,1,15,9,9.40750859234461,203,301456.18641066796,89,25.07983351119627,1,3,25,24,1,0,5,18,7
22,230,1,0,9,0,12,10,1.7478128487493383,472,94556.34477438823,51,68.97016423646232,1,5,28,23,0,0,1,14,3
29,157,0,1,3,0,2,4,8.74743649656566,454,758384.7715899178,178,85.21477478000116,1,4,17,26,1,1,1,6,1
3,203,0,0,2,0,5,4,7.374314414271222,61,606013.8319360813,132,55.91858799798484,2,0,10,25,1,0,0,4,10
12,56,0,1,1,1,13,1,2.528374006902893,26,570312.5078265038,104,53.21327395823524,1,5,19,4,1,1,0,10,4
26,264,0,1,8,1,20,6,0.6728461292151455,71,53576.55960740792,123,40.2309533791466,1,8,11,7,1,1,2,9,0
16,63,0,0,0,0,8,7,2.6799726688437797,103,140499.00979551734,48,16.159795595802116,2,2,15,10,0,0,3,20,7
37,76,0,1,6,0,14,9,9.122082367815256,467,622549.3962131138,32,11.835410132658753,1,10,10,26,0,0,3,8,7
22,152,1,1,4,0,15,0,6.331786748957723,326,207823.8414588358,120,76.06797612209661,2,2,11,15,1,0,4,0,2
29,67,0,0,7,0,11,1,7.210546608978719,363,504070.07974842435,179,92.75035512965756,2,1,23,12,0,0,0,19,0
14,247,1,1,3,1,1,9,2.5715235110909584,157,544881.6860293935,180,45.828321638627315,1,3,3,1,0,0,5,0,3
28,111,0,0,6,0,3,3,7.193881555748202,363,283507.1902709394,99,65.94456587156382,2,9,30,20,0,0,1,7,8
5,230,0,0,4,1,17,4,0.2812150627792376,359,948425.1555414929,74,91.44576508809412,1,2,3,18,0,1,5,2,8
47,222,1,0,4,0,19,1,3.753213457730138,194,842464.1068355752,34,9.011363293414455,1,1,18,25,0,1,1,1,0
49,245,0,0,8,0,14,0,6.2675334854233125,275,722373.5076327985,164,77.04814531190299,2,0,25,16,1,1,2,3,10
30,263,1,1,8,0,8,8,1.4609656554132022,324,77993.86640940908,70,61.68168843755751,2,2,11,5,0,1,1,18,6
46,266,1,1,8,0,13,0,8.230035744469347,186,106130.01930901944,171,59.86371788298614,1,9,20,19,1,1,5,10,5
5,9,0,1,5,0,20,3,2.350312988119186,326,492781.3458649557,110,29.25404284815698,1,5,26,4,0,1,5,4,6
12,265,1,0,5,1,3,1,6.522811128184463,113,160713.34919098567,16,68.38933547776769,2,8,29,6,1,0,3,9,6
16,58,1,1,4,0,5,10,4.051971425753297,313,978265.4635294741,59,79.47977548207766,1,10,22,26,1,0,3,7,7
26,51,0,1,8,0,9,3,5.960435954776472,165,158520.23402740943,19,11.285816494369715,1,4,18,17,1,0,0,12,7
26,219,1,0,9,0,6,7,1.0745055262890812,61,487467.835463974,95,53.35214309809838,1,2,25,7,0,1,5,4,9
48,181,0,0,7,1,2,7,0.16912799921607324,92,364121.0568415054,113,10.126518098740966,2,4,15,24,0,1,2,11,10
21,13,0,1,6,1,13,10,9.095644273803012,286,639386.421454098,41,87.25740192976446,1,4,7,23,1,1,1,12,1
39,103,0,0,6,1,5,8,2.696300087671828,455,129036.40888942491,81,50.76367226563473,1,4,10,7,1,0,0,7,3
36,24,0,0,5,1,8,10,8.196770027804591,457,430316.4280423909,175,80.79656892607574,1,6,21,9,0,0,4,14,3
33,245,1,0,4,0,1,4,9.993503004722001,153,274705.03280714364,103,36.808563766621425,2,4,23,13,0,0,4,12,10
30,65,0,0,3,0,20,6,2.114312579989112,225,887751.5246716881,54,12.507822681632542,2,6,30,20,1,1,1,0,9
37,182,0,1,2,0,12,2,2.6517074118335557,127,40585.71213469509,95,4.149930438571148,2,8,20,14,0,1,1,5,7
23,66,1,0,2,1,11,9,6.628597876346657,193,913727.4940064593,147,28.15096207723755,1,4,29,16,0,1,1,10,2
10,149,0,0,5,0,7,3,9.654486346006212,115,832994.1385530004,62,24.423370036407853,2,1,10,23,0,0,3,12,2
5,220,0,0,3,0,15,9,9.15814348190744,262,297570.7164408155,99,56.035197401996186,1,4,13,9,0,1,1,20,1
36,7,1,0,5,1,11,8,5.028755200655849,18,789290.6546771047,93,2.1738838063707355,2,7,15,15,0,0,4,19,0
34,164,1,0,2,1,16,9,7.951102825267247,10,31213.56033874756,65,52.057054429917336,1,3,23,5,0,0,1,0,7
31,231,1,0,3,1,3,9,1.3574585309990106,92,966865.5502933935,68,39.177174201200316,2,1,18,18,1,0,5,10,8
10,273,1,0,8,0,20,0,9.774381842040123,139,526594.9425897894,28,57.71222699144422,1,9,23,21,1,0,2,10,8
19,124,1,0,4,0,14,1,9.643532340359865,481,303281.0260654453,18,70.24175281503646,1,2,4,20,1,0,4,7,10
32,93,1,1,6,1,3,4,1.6372895787917097,449,362583.21259467705,26,63.4091945079839,2,8,20,8,1,0,2,2,7
1,72,1,0,9,0,1,2,2.994231248031066,333,66405.35346049737,104,98.46443693733663,1,8,17,15,1,0,4,18,4
5,102,0,1,1,1,15,1,1.0015499750676693,357,989349.5140420392,147,13.826534387687106,2,7,28,21,1,1,0,11,0
45,271,1,0,4,1,1,0,2.717175988981797,340,39291.94515069245,55,42.97370089297785,2,7,3,25,0,0,5,5,8
4,109,1,0,8,0,17,9,8.159557894152066,449,654907.123147859,119,42.483073664331116,1,7,21,9,0,1,4,7,5
16,127,1,0,10,1,2,2,3.783156071652595,52,442735.9277064583,124,41.705320370292064,1,7,21,19,1,0,5,4,6
24,33,0,0,2,1,20,0,0.8839696714675838,195,948916.218188715,134,66.37983920426683,2,7,2,29,1,0,4,9,7
16,141,0,1,8,1,6,0,3.4222552477890456,466,245999.74030679517,129,48.982806054672245,2,0,4,26,1,0,2,15,4
2,199,1,0,10,0,8,0,9.813833342412801,489,532086.8239380113,8,51.74325598129631,2,5,1,22,0,1,2,11,5
49,230,1,0,5,1,16,7,6.296835952592029,206,482356.20858275297,51,43.23559921467647,1,8,15,6,0,0,4,16,6
28,174,1,1,3,1,19,2,4.161609464061577,287,702866.4440501013,85,99.16994610185625,2,7,25,4,0,0,4,5,6
32,13,0,1,6,1,1,10,1.6653851349727,475,68010.23195242051,25,92.75613488190422,1,2,1,11,0,1,3,8,1
27,44,0,0,7,1,3,0,9.861767972836947,401,193789.13002335484,175,30.772418936437095,1,10,6,29,1,1,5,9,10
20,29,1,1,5,1,3,6,8.208490092631287,439,214564.82009284984,83,11.159392476666719,2,0,7,10,1,1,5,19,0
24,265,0,1,4,1,5,9,2.814773024509194,366,738150.7548416897,93,83.97647240386028,2,1,19,3,1,1,5,13,7
12,230,1,1,5,1,12,2,0.7006869572118946,93,189138.6963267401,117,99.71702514257245,1,10,12,1,1,0,5,13,4
50,128,0,0,4,0,12,7,0.5662555737755803,420,573491.7638909767,138,29.26088940396455,1,1,1,12,0,0,0,16,9
35,42,0,0,7,0,20,3,1.2037814950553383,485,215243.8205009537,56,35.778492584176625,1,6,7,23,0,1,0,15,1
33,255,1,0,0,1,13,3,5.807685836144216,410,861624.9500839785,12,94.16331814852029,1,5,19,15,1,0,1,3,2
33,180,1,1,10,0,20,4,9.287634212054924,309,942185.4544896386,161,71.11295180030899,2,10,13,15,0,1,4,1,5
43,94,1,0,6,0,9,5,4.9674342800598446,145,518492.97494224046,120,29.563833177963616,1,1,26,21,0,1,4,15,9
37,41,1,1,9,1,7,6,8.429454824561972,86,352308.8842091783,71,58.10464912839151,2,7,12,14,0,1,4,0,5
12,180,0,0,9,0,4,3,4.458866198598078,153,234057.77501749914,17,94.4229579364256,2,8,12,26,0,0,4,2,7
3,288,0,0,10,1,19,7,7.085835457678252,2,49781.001523043764,122,81.18131069457786,2,6,22,7,1,1,5,10,4
1,85,0,1,1,1,19,5,7.318727372865008,342,268500.0761974954,124,74.18327137286596,1,3,13,17,0,0,5,15,4
33,118,1,0,8,1,6,0,1.7396370590333865,389,654235.7799453179,10,73.69963117270224,1,0,28,24,1,0,0,17,6
40,44,0,1,0,1,13,0,3.6121605897581177,260,533616.9313092108,31,17.802032429227033,2,3,14,19,0,0,2,14,9
10,228,1,1,10,1,11,8,6.373021565380239,164,944041.2782809275,60,82.46812392279365,2,3,22,7,0,1,3,8,4
43,119,0,0,9,0,13,9,0.7069660818436618,6,396277.2624917006,70,27.611863244345813,2,7,30,28,1,0,5,11,8
44,190,1,1,5,1,13,5,3.6154018776295658,500,693863.3423283945,17,93.03666579015295,2,3,12,3,1,1,5,17,5
29,60,1,0,8,0,20,9,5.347994662811924,149,489322.7474751214,50,36.4639991013783,1,3,20,30,0,0,5,4,6
13,44,0,0,0,1,15,7,9.962244930446387,205,512576.21592421166,37,85.76603970422565,2,1,12,3,0,0,2,7,7
12,44,1,1,3,1,13,6,4.745335626224407,118,267774.3146041175,118,26.623349451780143,1,9,27,26,1,0,2,2,4
31,241,1,0,3,1,11,5,8.160567571143236,485,454950.7768419997,157,51.45269365822405,1,6,6,25,0,1,0,1,10
46,293,0,1,8,0,19,3,4.320672850666178,89,470784.9970127073,160,10.688529548906056,1,3,27,29,0,1,5,18,3
2,266,1,0,10,1,8,6,7.9639072261970885,154,706642.5217489339,80,66.0118902996174,1,10,10,18,1,1,3,7,7
50,220,1,0,4,1,20,8,5.954148016201084,439,940639.9991861138,11,83.60792751668383,2,5,20,30,0,1,4,1,9
35,151,1,0,4,1,8,10,8.865954415023984,167,329321.27748250426,134,71.8447281302416,1,2,29,20,0,0,5,18,8
23,172,0,0,5,1,10,9,4.109425523501099,468,42200.468581298446,123,52.32585129386573,2,6,24,22,0,0,0,0,0
17,96,0,0,0,0,16,9,6.043044198214789,161,496295.1255006397,35,4.51158786014595,1,5,9,14,0,1,0,12,2
26,63,1,1,0,1,19,6,6.3001868061882735,270,544461.3321491686,33,93.34410071708584,2,2,2,3,0,1,3,19,3
8,63,0,1,8,0,11,0,4.173829418004733,56,168440.55113191524,18,70.54895485786346,2,3,7,28,1,1,1,16,6
29,173,1,1,2,1,13,9,1.4431204368748152,228,760464.6062760667,165,74.5864238365333,2,9,9,26,0,1,0,2,5
26,273,1,1,3,0,9,8,0.9355940691233555,337,984929.1084414916,13,79.46805755108072,2,4,25,30,1,0,2,8,9
10,49,1,1,0,0,20,3,0.166715505996331,149,945774.7170084609,90,74.77434259276107,2,8,12,26,1,1,2,4,9
26,185,1,1,8,1,19,2,8.735342642452146,46,197106.0388236522,110,44.11161640983337,1,5,5,7,0,1,4,5,10
34,174,1,0,7,1,16,3,2.3647491223869457,144,875363.2399007607,1,73.36218292879468,2,3,1,7,1,0,0,3,0
41,195,0,0,1,0,7,3,2.1150674928176807,238,704493.6364116847,63,62.50267878103289,1,10,22,5,0,1,4,16,3
7,159,1,1,7,1,19,9,7.360354004260655,272,453846.5638069116,34,85.40163336687866,2,10,15,3,1,0,0,20,5
4,192,0,1,6,1,12,10,3.2001611308739175,120,540610.9943247291,103,80.24598153373704,1,6,8,18,1,1,3,20,2
50,11,0,0,10,1,15,1,5.060446924118366,340,849600.1749824581,10,4.1374382467259885,1,1,1,15,1,0,5,20,1
45,137,1,0,5,0,14,0,1.625110652974563,413,480134.93963837315,128,37.888709033260525,1,3,18,20,0,1,0,15,1
11,239,1,0,0,1,11,9,9.597457214619693,220,373207.3691051269,7,3.4716152183894566,2,4,13,14,1,1,1,15,9
29,49,0,1,6,1,10,0,8.515814000172373,8,493247.4930259858,56,10.207492476609792,1,3,29,29,1,1,2,10,3
36,253,0,1,9,1,11,7,8.637896229650032,344,579129.804035049,80,60.14107220036114,2,3,1,4,1,1,3,1,0
25,35,0,1,6,0,6,1,4.067737485720052,387,189077.65377834885,165,87.38218211622534,2,10,5,27,0,1,5,16,9
21,27,1,0,8,1,2,9,7.623612137071728,473,900907.7302669907,157,11.982475870926724,1,8,18,24,0,0,5,14,1
36,164,0,0,0,0,11,4,1.4387615538978016,275,674186.9488296139,12,45.108928746683155,1,10,16,8,1,1,2,17,9
10,162,1,1,1,1,19,3,0.08619002591780278,353,633268.917337489,145,91.08789048064438,2,1,26,29,1,0,5,9,1
37,43,1,1,10,0,6,7,0.19972932578028124,66,99496.22618063814,48,81.43009836715878,2,5,10,21,1,0,4,5,3
9,86,1,0,8,1,14,1,5.8660173740456045,79,604173.9381725919,26,51.96678964659299,2,7,30,13,1,0,3,20,3
24,262,0,0,8,1,20,9,4.553949052479408,86,120960.66223849234,112,77.1571439328831,2,7,4,22,0,0,1,15,0
35,210,1,0,5,0,6,8,5.180153489085198,124,78697.67519539905,122,52.2693774044537,2,10,1,8,0,1,2,4,6
49,81,1,0,5,0,17,6,0.07463140417219405,202,527310.8956423933,12,15.809233728284877,2,6,23,15,0,1,0,11,6
35,16,1,1,3,0,10,6,4.226866196574257,466,402785.534046495,149,12.47361132216791,1,9,8,17,1,1,0,5,9
48,299,1,0,3,1,1,0,7.180681612008608,150,588810.2701562232,42,18.836823206706978,2,10,5,5,0,1,0,13,10
36,228,1,0,4,1,3,1,4.426937019674359,46,89222.1680572386,61,35.092209496567946,2,3,2,20,1,0,3,15,9
18,17,0,0,2,1,8,3,7.322192063122222,113,430983.0628472584,58,93.05292676740187,1,6,24,4,1,0,1,6,9
49,50,1,1,0,1,8,3,2.330189643968348,91,174786.71504515797,34,79.96784136536014,1,9,17,11,1,0,5,1,0
39,159,1,1,0,0,20,10,8.131420044817254,141,987100.0859241165,7,43.28015612263175,1,5,7,18,0,1,1,5,10
32,117,0,0,6,1,15,2,5.884312404534523,289,561150.2124351744,109,49.3076709787574,2,10,17,10,1,1,1,8,7
24,237,1,0,0,1,7,6,2.107630994299062,389,687436.8609408673,35,26.560945766641485,1,5,28,17,0,1,2,6,9
23,21,0,0,0,1,11,7,2.367204758538329,218,325418.2806826078,15,70.43529564721301,1,1,6,30,1,1,3,1,6
32,227,1,1,2,1,7,1,6.28030464569537,77,94738.91477934415,25,80.2765671462038,2,7,29,15,0,0,0,18,6
37,192,0,1,9,1,4,3,8.299395932124433,411,975870.8627835367,59,23.890469566757655,2,7,22,6,1,1,2,7,10
12,167,0,1,3,1,12,2,4.156277820291551,377,286259.0353831832,79,4.182162378646536,2,10,15,23,0,1,5,10,5
49,78,1,0,3,1,6,1,2.5830042912759223,384,423808.1851735742,86,62.38889431629704,2,6,5,21,1,0,1,3,3
13,237,1,1,1,0,14,5,8.670116069106005,334,649863.921702575,134,56.25121191353166,1,10,15,16,0,0,0,15,10
23,228,1,0,0,1,12,3,6.692682917508349,152,24697.297686111287,180,40.21311550288764,2,8,18,15,1,1,3,17,7
25,64,0,0,2,1,11,5,4.480854872830765,323,810259.130517287,88,64.38939417732101,1,7,18,8,1,1,4,12,1
35,226,0,0,10,1,19,1,4.879001952793018,239,536578.1900286203,149,55.06132979851436,2,8,25,9,1,0,1,4,6
41,41,0,1,3,1,5,3,2.042564679363964,115,278217.18706882215,71,25.05815765941928,1,8,21,11,0,1,1,1,2
30,282,1,0,2,0,14,10,6.268026300648439,319,61607.985292469246,121,39.772897562272234,2,5,21,27,1,0,1,10,2
17,200,0,1,7,0,16,5,3.5874251054288866,369,162498.41547444143,93,42.81135697472417,2,1,23,2,1,0,1,0,6
49,246,0,1,9,0,13,4,9.956451766743493,94,895033.8588534369,96,88.02479944755636,2,6,6,27,1,1,0,12,2
20,223,1,0,0,0,20,2,4.801835152618878,483,686024.2239358911,32,96.09041541289595,1,2,2,13,0,0,3,4,4
48,196,0,0,1,0,4,7,4.858856061896132,48,249901.72163688985,53,89.3001362396497,1,6,27,4,1,1,2,17,7
25,21,0,1,6,0,11,6,5.658517874106719,191,65600.76494502953,59,71.91780240519796,1,8,17,27,1,1,0,13,3
22,16,1,0,3,1,17,2,9.167560031187467,462,690615.3123866363,69,58.49927336058218,2,9,21,9,0,1,3,12,6
13,197,0,1,7,0,7,5,8.008180998597503,12,572407.7259677651,132,68.9261635465955,1,9,4,5,1,1,2,6,6
19,26,1,0,10,0,14,3,4.511300697978414,156,404519.524458235,86,93.91092207326889,2,1,12,19,0,0,1,7,1
49,124,1,1,2,1,11,10,7.186992659727959,172,363611.4491900638,18,24.999873522383176,2,5,19,22,1,1,3,17,7
36,214,1,1,5,0,9,4,5.862354987807617,477,216814.2759291083,81,53.51205076734049,2,5,2,3,0,1,1,6,9
12,274,1,1,8,1,13,10,4.923670487012489,427,669611.2565375176,114,68.96080190004079,1,8,26,30,0,0,3,19,9
41,196,1,1,0,1,18,4,1.9231577278435052,401,970668.0277938705,24,67.92470013242746,2,8,2,21,0,1,5,16,8
19,179,0,0,0,0,11,6,4.63936263454891,296,175715.24583682584,66,25.227895957683643,1,4,14,3,1,1,4,15,5
12,289,0,0,7,1,15,10,2.4581858702257464,177,597116.6200155034,141,58.67315273897519,2,4,15,6,1,1,1,10,4
9,208,1,1,2,0,19,4,9.148421498516546,341,424185.0557459762,62,79.59131424201564,2,8,20,28,0,1,1,18,0
7,168,1,1,4,0,1,10,3.3540681349634696,57,446688.7217446649,54,47.50789800502439,2,7,2,10,1,0,1,0,0
28,255,0,0,0,1,4,2,9.522640145333723,343,254147.2801278144,143,79.3298076698735,1,6,4,5,1,0,5,20,8
14,231,1,0,4,1,14,9,5.3305529009471115,340,825134.8756614191,131,35.988259775455475,1,7,19,30,0,1,0,7,3
31,11,1,0,10,0,14,4,6.315443786761604,448,485255.6041472411,37,93.8760127163759,2,5,9,25,0,0,2,0,0
19,33,1,0,5,1,3,6,5.429404444893278,203,543405.8521982641,37,53.3928440499101,1,2,7,3,0,0,1,8,10
47,37,0,0,7,1,17,4,1.293806169667009,185,304760.91279732576,131,59.59479507926143,1,6,30,22,0,0,1,18,9
16,138,0,0,2,0,3,4,3.7582121900794094,121,181808.46566694975,35,3.1361568804588402,2,7,13,24,1,0,0,20,2
5,83,1,1,2,0,16,8,0.9914611227762393,226,85910.38820282048,180,17.026913712859425,2,7,27,7,1,1,0,8,5
35,62,1,0,10,1,14,2,6.229540441833818,202,714119.1409249159,124,63.29338804710447,1,0,12,22,1,0,4,20,10
12,30,0,0,10,0,20,5,4.46874195200439,330,196234.2816878556,156,41.987037178227126,2,6,3,30,1,1,3,9,10
25,230,0,1,9,0,13,0,7.779849715709368,363,690075.3541887978,18,50.81637904581747,2,2,13,18,1,1,1,10,7
21,289,1,0,8,0,15,9,2.2047048099936983,380,390376.44604695385,122,6.297140873370044,1,1,15,23,1,0,3,0,9
36,8,1,0,3,0,14,4,1.6456605842933492,454,415774.80098965147,164,83.41352384103843,1,1,14,8,0,1,0,19,1
23,103,0,0,3,0,19,7,4.0633223096376785,356,469177.4960927717,161,78.45056022962173,2,7,24,1,1,0,0,7,7
16,43,0,0,6,0,6,4,9.265853832183812,216,367708.5081275432,154,18.53539757218495,1,8,9,25,1,1,4,19,0
39,275,0,0,1,0,10,8,7.104218150124117,460,100619.97722259008,48,63.432935725737934,1,2,13,4,1,1,2,11,10
45,289,1,1,7,1,15,10,4.189236247929187,43,309631.81000284577,168,81.83152116542716,2,2,23,24,0,0,5,0,1
42,161,0,0,5,0,20,5,5.172721697543105,375,663734.3606939384,17,64.08541364156,2,5,22,26,0,1,5,9,7
39,79,1,1,2,1,6,7,0.8421301117709834,23,665784.4014688709,168,31.039809529584485,2,10,4,7,1,0,5,3,6
14,292,0,1,8,1,10,9,9.845758963761131,155,286224.30723999435,135,65.61111504781671,2,9,21,14,0,1,0,14,4
31,134,0,0,4,1,7,7,6.66407304694919,186,460102.62655768794,57,21.046174768321222,1,0,8,13,0,1,1,18,9
5,179,0,1,7,0,17,2,2.854040684634225,249,193447.2280119375,8,31.825499727942088,1,5,3,10,1,0,4,5,1
35,88,0,0,6,0,18,6,5.858083942152444,237,210372.08152983576,128,24.006965310717867,2,2,2,23,1,0,2,4,8
23,26,1,1,7,1,17,6,1.0948236606899397,293,23047.088406607407,117,55.692510239020656,2,10,19,18,1,0,5,4,4
29,31,1,1,6,0,9,9,9.658366688075835,134,896746.5499077446,56,10.822664676554862,2,3,28,1,0,1,4,17,7
43,199,0,0,2,1,10,5,1.7478498788336594,321,210706.6650749062,126,93.33103803483387,2,8,23,4,0,0,0,2,3
11,240,1,0,1,0,10,6,6.480303180552141,390,227533.87693646332,159,33.35123536628668,1,2,8,28,1,0,5,1,8
18,96,0,0,6,0,7,1,2.454544625389304,434,279601.43264513183,59,21.89701271058013,1,0,17,16,0,0,2,3,9
47,25,0,0,2,1,16,8,7.175613826485358,22,127408.07169542901,58,49.65498136018313,2,2,13,16,0,0,3,17,6
12,88,0,0,2,1,18,9,7.76821367240281,361,639262.8831813628,140,27.699781845471605,2,6,7,18,0,1,2,8,1
9,266,0,1,1,1,6,9,6.734197289114326,88,75142.95317758656,176,53.490408638264434,1,6,9,8,1,1,1,18,2
10,151,1,1,3,0,20,0,6.144994602551925,153,134202.42632635028,159,34.85091497820855,1,10,12,10,1,1,5,9,1
44,261,0,1,7,1,1,0,8.924690939520117,125,644756.7265900929,108,13.206681076904081,1,4,29,16,1,1,5,14,4
17,62,0,1,0,0,1,2,0.7862671098975804,79,339660.6204814427,74,26.5895242027262,1,0,14,23,1,1,3,0,1
38,19,1,1,0,0,12,2,3.309147657801952,346,707947.826701189,167,43.84398449615252,2,10,14,24,1,1,3,10,4
7,166,0,1,4,0,2,0,2.48287479630846,456,557424.7446701421,148,3.0293226479625623,1,7,15,11,0,0,5,13,8
46,167,0,1,10,1,4,6,9.880139620654216,51,256021.17306151305,101,77.06425270147619,1,9,3,6,0,1,1,9,1
13,285,0,0,4,1,17,3,3.893897796668735,216,650827.950489328,48,62.18245645904158,1,7,15,1,0,0,3,18,8
40,284,1,0,10,1,4,9,7.326126992403987,176,116273.68029288066,71,60.135960727835425,2,9,19,30,0,0,0,20,6
42,16,0,1,0,0,11,1,6.847251638810046,358,536410.3830800304,116,54.604993188276595,2,9,24,29,0,0,5,15,6
9,278,1,1,5,0,4,9,2.1208123747737773,253,437148.10504503467,122,59.03131723250685,1,9,20,29,0,0,2,7,4
50,275,0,0,0,1,1,4,2.3899768021155134,454,267873.5828174408,78,93.46519527072206,1,1,14,12,1,1,2,1,7
27,212,0,0,4,0,7,5,2.812845635530341,246,604004.9977395001,29,0.8569210810740691,2,9,8,25,1,1,1,6,6
2,31,1,0,8,0,18,8,4.111272782593792,227,871333.5923402825,93,4.779970965774927,2,2,5,6,0,1,0,18,5
5,76,0,0,4,1,9,3,2.343250656505268,106,998904.6997630767,73,19.149340993080234,1,3,30,28,1,0,3,6,1
29,64,0,1,5,1,3,1,0.19651482746847804,193,607762.7687434244,100,16.73013799931501,2,0,19,13,0,1,5,14,5
37,149,1,0,7,1,8,4,8.793930568071955,316,404705.87432917015,176,18.119445946918265,1,3,4,26,0,1,2,7,1
38,97,1,1,10,0,19,2,9.65609831380884,302,225207.1002162016,74,67.19438858486501,2,4,14,17,1,1,2,13,0
